year,month,state,gender,value
2016,October,Delhi,Total,18654
2016,October,Delhi,Male,9986
2016,October,Delhi,Female,8668
2016,October,Daman and Diu,Total,305
2016,October,Daman and Diu,Male,203
2016,October,Daman and Diu,Female,102
2016,October,Dadra and Nagar Haveli,Total,280
2016,October,Dadra and Nagar Haveli,Male,167
2016,October,Dadra and Nagar Haveli,Female,114
2016,October,Chhattisgarh,Total,6967
2016,October,Chhattisgarh,Male,3562
2016,October,Chhattisgarh,Female,3405
2016,October,Chandigarh,Total,1133
2016,October,Chandigarh,Male,622
2016,October,Chandigarh,Female,511
2016,October,Bihar,Total,13552
2016,October,Bihar,Male,7151
2016,October,Bihar,Female,6400
2016,October,Assam,Total,4935
2016,October,Assam,Male,2536
2016,October,Assam,Female,2399
2016,October,Arunachal Pradesh,Total,355
2016,October,Arunachal Pradesh,Male,188
2016,October,Arunachal Pradesh,Female,167
2016,October,Andhra Pradesh,Total,16838
2016,October,Andhra Pradesh,Male,8474
2016,October,Andhra Pradesh,Female,8364
2016,October,Andaman and Nicobar Islands,Total,160
2016,October,Andaman and Nicobar Islands,Male,85
2016,October,Andaman and Nicobar Islands,Female,75
2016,October,All India,Total,428763
2016,October,All India,Male,222207
2016,October,All India,Female,206556
2016,March,West Bengal,Total,32232
2016,March,West Bengal,Male,16580
2016,March,West Bengal,Female,15652
2016,March,Uttarakhand,Total,3506
2016,March,Uttarakhand,Male,1861
2016,March,Uttarakhand,Female,1645
2016,March,Uttar Pradesh,Total,49729
2016,March,Uttar Pradesh,Male,26256
2016,March,Uttar Pradesh,Female,23473
2016,March,Tripura,Total,1220
2016,March,Tripura,Male,618
2016,March,Tripura,Female,602
2016,March,Telangana,Total,15612
2016,March,Telangana,Male,7857
2016,March,Telangana,Female,7755
2016,March,Tamil Nadu,Total,37756
2016,March,Tamil Nadu,Male,18878
2016,March,Tamil Nadu,Female,18878
2016,March,Sikkim,Total,224
2016,March,Sikkim,Male,117
2016,March,Sikkim,Female,107
2016,March,Rajasthan,Total,19013
2016,March,Rajasthan,Male,9934
2016,March,Rajasthan,Female,9079
2016,March,Punjab,Total,11450
2016,March,Punjab,Male,6107
2016,March,Punjab,Female,5343
2016,March,Puducherry,Total,970
2016,March,Puducherry,Male,475
2016,March,Puducherry,Female,495
2016,March,Odisha,Total,7725
2016,March,Odisha,Male,3998
2016,March,Odisha,Female,3727
2016,March,Nagaland,Total,747
2016,March,Nagaland,Male,392
2016,March,Nagaland,Female,355
2016,March,Mizoram,Total,617
2016,March,Mizoram,Male,309
2016,March,Mizoram,Female,308
2016,March,Meghalaya,Total,636
2016,March,Meghalaya,Male,318
2016,March,Meghalaya,Female,318
2016,March,Manipur,Total,920
2016,March,Manipur,Male,454
2016,March,Manipur,Female,466
2016,March,Maharashtra,Total,55342
2016,March,Maharashtra,Male,29081
2016,March,Maharashtra,Female,26261
2016,March,Madhya Pradesh,Total,22234
2016,March,Madhya Pradesh,Male,11592
2016,March,Madhya Pradesh,Female,10642
2016,March,Lakshadweep,Total,60
2016,March,Lakshadweep,Male,31
2016,March,Lakshadweep,Female,29
2016,March,Ladakh,Total,75
2016,March,Ladakh,Male,49
2016,March,Ladakh,Female,26
2016,March,Kerala,Total,20602
2016,March,Kerala,Male,9853
2016,March,Kerala,Female,10749
2016,March,Karnataka,Total,26373
2016,March,Karnataka,Male,13435
2016,March,Karnataka,Female,12938
2016,March,Jharkhand,Total,8933
2016,March,Jharkhand,Male,4677
2016,March,Jharkhand,Female,4256
2016,March,Jammu and Kashmir,Total,3708
2016,March,Jammu and Kashmir,Male,2008
2016,March,Jammu and Kashmir,Female,1700
2016,March,Himachal Pradesh,Total,726
2016,March,Himachal Pradesh,Male,392
2016,March,Himachal Pradesh,Female,334
2016,March,Haryana,Total,10415
2016,March,Haryana,Male,5561
2016,March,Haryana,Female,4854
2016,March,Gujarat,Total,29457
2016,March,Gujarat,Male,15669
2016,March,Gujarat,Female,13788
2016,March,Goa,Total,1029
2016,March,Goa,Male,526
2016,March,Goa,Female,503
2016,March,Delhi,Total,18417
2016,March,Delhi,Male,9859
2016,March,Delhi,Female,8558
2016,March,Daman and Diu,Total,287
2016,March,Daman and Diu,Male,189
2016,March,Daman and Diu,Female,98
2016,March,Dadra and Nagar Haveli,Total,264
2016,March,Dadra and Nagar Haveli,Male,157
2016,March,Dadra and Nagar Haveli,Female,107
2016,March,Chhattisgarh,Total,6858
2016,March,Chhattisgarh,Male,3506
2016,March,Chhattisgarh,Female,3352
2016,March,Chandigarh,Total,1123
2016,March,Chandigarh,Male,616
2016,March,Chandigarh,Female,507
2016,March,Bihar,Total,13375
2016,March,Bihar,Male,7058
2016,March,Bihar,Female,6317
2016,March,Assam,Total,4879
2016,March,Assam,Male,2507
2016,March,Assam,Female,2372
2016,March,Arunachal Pradesh,Total,351
2016,March,Arunachal Pradesh,Male,186
2016,March,Arunachal Pradesh,Female,165
2016,March,Andhra Pradesh,Total,16609
2016,March,Andhra Pradesh,Male,8359
2016,March,Andhra Pradesh,Female,8250
2016,March,Andaman and Nicobar Islands,Total,158
2016,March,Andaman and Nicobar Islands,Male,84
2016,March,Andaman and Nicobar Islands,Female,74
2016,March,All India,Total,423632
2016,March,All India,Male,219549
2016,March,All India,Female,204083
2016,July,West Bengal,Total,32431
2016,July,West Bengal,Male,16683
2016,July,West Bengal,Female,15748
2016,July,Uttarakhand,Total,3537
2016,July,Uttarakhand,Male,1878
2016,July,Uttarakhand,Female,1660
2016,July,Uttar Pradesh,Total,50063
2016,July,Uttar Pradesh,Male,26432
2016,July,Uttar Pradesh,Female,23631
2016,July,Tripura,Total,1238
2016,July,Tripura,Male,628
2016,July,Tripura,Female,611
2016,July,Telangana,Total,15612
2016,July,Telangana,Male,7857
2016,July,Telangana,Female,7755
2016,July,Tamil Nadu,Total,37926
2016,July,Tamil Nadu,Male,18963
2016,July,Tamil Nadu,Female,18963
2016,July,Sikkim,Total,229
2016,July,Sikkim,Male,120
2016,July,Sikkim,Female,109
2016,July,Rajasthan,Total,19135
2016,July,Rajasthan,Male,9998
2016,July,Rajasthan,Female,9138
2016,July,Punjab,Total,11517
2016,July,Punjab,Male,6142
2016,July,Punjab,Female,5374
2016,July,Puducherry,Total,978
2016,July,Puducherry,Male,479
2016,July,Puducherry,Female,499
2016,July,Odisha,Total,7772
2016,July,Odisha,Male,4023
2016,July,Odisha,Female,3749
2016,July,Nagaland,Total,759
2016,July,Nagaland,Male,398
2016,July,Nagaland,Female,361
2016,July,Mizoram,Total,620
2016,July,Mizoram,Male,310
2016,July,Mizoram,Female,310
2016,July,Meghalaya,Total,639
2016,July,Meghalaya,Male,319
2016,July,Meghalaya,Female,319
2016,July,Manipur,Total,926
2016,July,Manipur,Male,457
2016,July,Manipur,Female,469
2016,July,Maharashtra,Total,55630
2016,July,Maharashtra,Male,29233
2016,July,Maharashtra,Female,26397
2016,July,Madhya Pradesh,Total,22372
2016,July,Madhya Pradesh,Male,11664
2016,July,Madhya Pradesh,Female,10708
2016,July,Lakshadweep,Total,60
2016,July,Lakshadweep,Male,31
2016,July,Lakshadweep,Female,29
2016,July,Ladakh,Total,76
2016,July,Ladakh,Male,50
2016,July,Ladakh,Female,26
2016,July,Kerala,Total,20909
2016,July,Kerala,Male,10000
2016,July,Kerala,Female,10910
2016,July,Karnataka,Total,26548
2016,July,Karnataka,Male,13524
2016,July,Karnataka,Female,13024
2016,July,Jharkhand,Total,8999
2016,July,Jharkhand,Male,4712
2016,July,Jharkhand,Female,4287
2016,July,Jammu and Kashmir,Total,3729
2016,July,Jammu and Kashmir,Male,2019
2016,July,Jammu and Kashmir,Female,1710
2016,July,Himachal Pradesh,Total,728
2016,July,Himachal Pradesh,Male,393
2016,July,Himachal Pradesh,Female,335
2016,July,Haryana,Total,10522
2016,July,Haryana,Male,5618
2016,July,Haryana,Female,4904
2016,July,Gujarat,Total,29709
2016,July,Gujarat,Male,15803
2016,July,Gujarat,Female,13906
2016,July,Goa,Total,1037
2016,July,Goa,Male,530
2016,July,Goa,Female,507
2016,July,Delhi,Total,18553
2016,July,Delhi,Male,9932
2016,July,Delhi,Female,8621
2016,July,Daman and Diu,Total,297
2016,July,Daman and Diu,Male,197
2016,July,Daman and Diu,Female,101
2016,July,Dadra and Nagar Haveli,Total,273
2016,July,Dadra and Nagar Haveli,Male,163
2016,July,Dadra and Nagar Haveli,Female,111
2016,July,Chhattisgarh,Total,6920
2016,July,Chhattisgarh,Male,3538
2016,July,Chhattisgarh,Female,3382
2016,July,Chandigarh,Total,1129
2016,July,Chandigarh,Male,619
2016,July,Chandigarh,Female,509
2016,July,Bihar,Total,13476
2016,July,Bihar,Male,7111
2016,July,Bihar,Female,6365
2016,July,Assam,Total,4911
2016,July,Assam,Male,2524
2016,July,Assam,Female,2387
2016,July,Arunachal Pradesh,Total,353
2016,July,Arunachal Pradesh,Male,187
2016,July,Arunachal Pradesh,Female,166
2016,July,Andhra Pradesh,Total,16740
2016,July,Andhra Pradesh,Male,8425
2016,July,Andhra Pradesh,Female,8315
2016,July,Andaman and Nicobar Islands,Total,159
2016,July,Andaman and Nicobar Islands,Male,85
2016,July,Andaman and Nicobar Islands,Female,74
2016,July,All India,Total,426515
2016,July,All India,Male,221045
2016,July,All India,Female,205470
2015,October,West Bengal,Total,31965
2015,October,West Bengal,Male,16443
2015,October,West Bengal,Female,15522
2015,October,Uttarakhand,Total,3467
2015,October,Uttarakhand,Male,1840
2015,October,Uttarakhand,Female,1627
2015,October,Uttar Pradesh,Total,49287
2015,October,Uttar Pradesh,Male,26022
2015,October,Uttar Pradesh,Female,23264
2015,October,Tripura,Total,1198
2015,October,Tripura,Male,607
2015,October,Tripura,Female,591
2015,October,Telangana,Total,15328
2015,October,Telangana,Male,7714
2015,October,Telangana,Female,7614
2015,October,Tamil Nadu,Total,37516
2015,October,Tamil Nadu,Male,18758
2015,October,Tamil Nadu,Female,18758
2015,October,Sikkim,Total,218
2015,October,Sikkim,Male,114
2015,October,Sikkim,Female,104
2015,October,Rajasthan,Total,18847
2015,October,Rajasthan,Male,9847
2015,October,Rajasthan,Female,9000
2015,October,Punjab,Total,11361
2015,October,Punjab,Male,6059
2015,October,Punjab,Female,5302
2015,October,Puducherry,Total,960
2015,October,Puducherry,Male,470
2015,October,Puducherry,Female,490
2015,October,Odisha,Total,7664
2015,October,Odisha,Male,3967
2015,October,Odisha,Female,3697
2015,October,Nagaland,Total,732
2015,October,Nagaland,Male,383
2015,October,Nagaland,Female,348
2015,October,Mizoram,Total,613
2015,October,Mizoram,Male,307
2015,October,Mizoram,Female,306
2015,October,Meghalaya,Total,632
2015,October,Meghalaya,Male,316
2015,October,Meghalaya,Female,316
2015,October,Manipur,Total,913
2015,October,Manipur,Male,451
2015,October,Manipur,Female,462
2015,October,Maharashtra,Total,54960
2015,October,Maharashtra,Male,28881
2015,October,Maharashtra,Female,26079
2015,October,Madhya Pradesh,Total,22052
2015,October,Madhya Pradesh,Male,11497
2015,October,Madhya Pradesh,Female,10555
2015,October,Lakshadweep,Total,59
2015,October,Lakshadweep,Male,30
2015,October,Lakshadweep,Female,29
2015,October,Ladakh,Total,74
2015,October,Ladakh,Male,48
2015,October,Ladakh,Female,25
2015,October,Kerala,Total,20207
2015,October,Kerala,Male,9664
2015,October,Kerala,Female,10543
2015,October,Karnataka,Total,26140
2015,October,Karnataka,Male,13316
2015,October,Karnataka,Female,12823
2015,October,Jharkhand,Total,8848
2015,October,Jharkhand,Male,4633
2015,October,Jharkhand,Female,4216
2015,October,Jammu and Kashmir,Total,3679
2015,October,Jammu and Kashmir,Male,1992
2015,October,Jammu and Kashmir,Female,1687
2015,October,Himachal Pradesh,Total,723
2015,October,Himachal Pradesh,Male,390
2015,October,Himachal Pradesh,Female,333
2015,October,Haryana,Total,10280
2015,October,Haryana,Male,5489
2015,October,Haryana,Female,4792
2015,October,Gujarat,Total,29141
2015,October,Gujarat,Male,15501
2015,October,Gujarat,Female,13641
2015,October,Goa,Total,1019
2015,October,Goa,Male,521
2015,October,Goa,Female,498
2015,October,Delhi,Total,18247
2015,October,Delhi,Male,9768
2015,October,Delhi,Female,8479
2015,October,Daman and Diu,Total,278
2015,October,Daman and Diu,Male,182
2015,October,Daman and Diu,Female,96
2015,October,Dadra and Nagar Haveli,Total,255
2015,October,Dadra and Nagar Haveli,Male,152
2015,October,Dadra and Nagar Haveli,Female,103
2015,October,Chhattisgarh,Total,6779
2015,October,Chhattisgarh,Male,3466
2015,October,Chhattisgarh,Female,3313
2015,October,Chandigarh,Total,1115
2015,October,Chandigarh,Male,612
2015,October,Chandigarh,Female,503
2015,October,Bihar,Total,13238
2015,October,Bihar,Male,6986
2015,October,Bihar,Female,6252
2015,October,Assam,Total,4838
2015,October,Assam,Male,2486
2015,October,Assam,Female,2352
2015,October,Arunachal Pradesh,Total,348
2015,October,Arunachal Pradesh,Male,184
2015,October,Arunachal Pradesh,Female,164
2015,October,Andhra Pradesh,Total,16438
2015,October,Andhra Pradesh,Male,8273
2015,October,Andhra Pradesh,Female,8165
2015,October,Andaman and Nicobar Islands,Total,157
2015,October,Andaman and Nicobar Islands,Male,84
2015,October,Andaman and Nicobar Islands,Female,73
2015,October,All India,Total,419575
2015,October,All India,Male,217453
2015,October,All India,Female,202122
2015,March,West Bengal,Total,31590
2015,March,West Bengal,Male,16250
2015,March,West Bengal,Female,15340
2015,March,Uttarakhand,Total,3413
2015,March,Uttarakhand,Male,1812
2015,March,Uttarakhand,Female,1601
2015,March,Uttar Pradesh,Total,48667
2015,March,Uttar Pradesh,Male,25695
2015,March,Uttar Pradesh,Female,22972
2015,March,Tripura,Total,1166
2015,March,Tripura,Male,591
2015,March,Tripura,Female,575
2015,March,Telangana,Total,15231
2015,March,Telangana,Male,7665
2015,March,Telangana,Female,7566
2015,March,Tamil Nadu,Total,37180
2015,March,Tamil Nadu,Male,18590
2015,March,Tamil Nadu,Female,18590
2015,March,Sikkim,Total,209
2015,March,Sikkim,Male,109
2015,March,Sikkim,Female,100
2015,March,Rajasthan,Total,18615
2015,March,Rajasthan,Male,9726
2015,March,Rajasthan,Female,8889
2015,March,Punjab,Total,11236
2015,March,Punjab,Male,5993
2015,March,Punjab,Female,5243
2015,March,Puducherry,Total,946
2015,March,Puducherry,Male,463
2015,March,Puducherry,Female,483
2015,March,Odisha,Total,7578
2015,March,Odisha,Male,3922
2015,March,Odisha,Female,3656
2015,March,Nagaland,Total,710
2015,March,Nagaland,Male,372
2015,March,Nagaland,Female,338
2015,March,Mizoram,Total,608
2015,March,Mizoram,Male,304
2015,March,Mizoram,Female,304
2015,March,Meghalaya,Total,627
2015,March,Meghalaya,Male,313
2015,March,Meghalaya,Female,314
2015,March,Manipur,Total,903
2015,March,Manipur,Male,446
2015,March,Manipur,Female,457
2015,March,Maharashtra,Total,54426
2015,March,Maharashtra,Male,28600
2015,March,Maharashtra,Female,25826
2015,March,Madhya Pradesh,Total,21797
2015,March,Madhya Pradesh,Male,11364
2015,March,Madhya Pradesh,Female,10433
2015,March,Lakshadweep,Total,58
2015,March,Lakshadweep,Male,30
2015,March,Lakshadweep,Female,28
2015,March,Ladakh,Total,72
2015,March,Ladakh,Male,47
2015,March,Ladakh,Female,25
2015,March,Kerala,Total,19653
2015,March,Kerala,Male,9399
2015,March,Kerala,Female,10254
2015,March,Karnataka,Total,25813
2015,March,Karnataka,Male,13150
2015,March,Karnataka,Female,12663
2015,March,Jharkhand,Total,8730
2015,March,Jharkhand,Male,4571
2015,March,Jharkhand,Female,4159
2015,March,Jammu and Kashmir,Total,3639
2015,March,Jammu and Kashmir,Male,1970
2015,March,Jammu and Kashmir,Female,1669
2015,March,Himachal Pradesh,Total,719
2015,March,Himachal Pradesh,Male,388
2015,March,Himachal Pradesh,Female,331
2015,March,Haryana,Total,10092
2015,March,Haryana,Male,5388
2015,March,Haryana,Female,4704
2015,March,Gujarat,Total,28699
2015,March,Gujarat,Male,15265
2015,March,Gujarat,Female,13434
2015,March,Goa,Total,1004
2015,March,Goa,Male,513
2015,March,Goa,Female,491
2015,March,Delhi,Total,18009
2015,March,Delhi,Male,9641
2015,March,Delhi,Female,8368
2015,March,Daman and Diu,Total,266
2015,March,Daman and Diu,Male,173
2015,March,Daman and Diu,Female,93
2015,March,Dadra and Nagar Haveli,Total,242
2015,March,Dadra and Nagar Haveli,Male,144
2015,March,Dadra and Nagar Haveli,Female,98
2015,March,Chhattisgarh,Total,6669
2015,March,Chhattisgarh,Male,3410
2015,March,Chhattisgarh,Female,3259
2015,March,Chandigarh,Total,1104
2015,March,Chandigarh,Male,606
2015,March,Chandigarh,Female,498
2015,March,Bihar,Total,13046
2015,March,Bihar,Male,6884
2015,March,Bihar,Female,6162
2015,March,Assam,Total,4781
2015,March,Assam,Male,2457
2015,March,Assam,Female,2324
2015,March,Arunachal Pradesh,Total,344
2015,March,Arunachal Pradesh,Male,182
2015,March,Arunachal Pradesh,Female,162
2015,March,Andhra Pradesh,Total,16198
2015,March,Andhra Pradesh,Male,8152
2015,March,Andhra Pradesh,Female,8046
2015,March,Andaman and Nicobar Islands,Total,155
2015,March,Andaman and Nicobar Islands,Male,83
2015,March,Andaman and Nicobar Islands,Female,72
2015,March,All India,Total,414195
2015,March,All India,Male,214668
2015,March,All India,Female,199527
2015,July,West Bengal,Total,31804
2015,July,West Bengal,Male,16360
2015,July,West Bengal,Female,15444
2015,July,Uttarakhand,Total,3444
2015,July,Uttarakhand,Male,1828
2015,July,Uttarakhand,Female,1616
2015,July,Uttar Pradesh,Total,49021
2015,July,Uttar Pradesh,Male,25882
2015,July,Uttar Pradesh,Female,23139
2015,July,Tripura,Total,1184
2015,July,Tripura,Male,600
2015,July,Tripura,Female,584
2015,July,Telangana,Total,15231
2015,July,Telangana,Male,7665
2015,July,Telangana,Female,7566
2015,July,Tamil Nadu,Total,37372
2015,July,Tamil Nadu,Male,18686
2015,July,Tamil Nadu,Female,18686
2015,July,Sikkim,Total,214
2015,July,Sikkim,Male,112
2015,July,Sikkim,Female,102
2015,July,Rajasthan,Total,18748
2015,July,Rajasthan,Male,9795
2015,July,Rajasthan,Female,8953
2015,July,Punjab,Total,11307
2015,July,Punjab,Male,6031
2015,July,Punjab,Female,5277
2015,July,Puducherry,Total,954
2015,July,Puducherry,Male,467
2015,July,Puducherry,Female,487
2015,July,Odisha,Total,7627
2015,July,Odisha,Male,3948
2015,July,Odisha,Female,3679
2015,July,Nagaland,Total,722
2015,July,Nagaland,Male,379
2015,July,Nagaland,Female,344
2015,July,Mizoram,Total,611
2015,July,Mizoram,Male,306
2015,July,Mizoram,Female,305
2015,July,Meghalaya,Total,630
2015,July,Meghalaya,Male,315
2015,July,Meghalaya,Female,315
2015,July,Manipur,Total,909
2015,July,Manipur,Male,449
2015,July,Manipur,Female,460
2015,July,Maharashtra,Total,54731
2015,July,Maharashtra,Male,28761
2015,July,Maharashtra,Female,25971
2015,July,Madhya Pradesh,Total,21943
2015,July,Madhya Pradesh,Male,11440
2015,July,Madhya Pradesh,Female,10502
2015,July,Lakshadweep,Total,59
2015,July,Lakshadweep,Male,30
2015,July,Lakshadweep,Female,29
2015,July,Ladakh,Total,73
2015,July,Ladakh,Male,48
2015,July,Ladakh,Female,25
2015,July,Kerala,Total,19969
2015,July,Kerala,Male,9550
2015,July,Kerala,Female,10419
2015,July,Karnataka,Total,26000
2015,July,Karnataka,Male,13245
2015,July,Karnataka,Female,12755
2015,July,Jharkhand,Total,8798
2015,July,Jharkhand,Male,4606
2015,July,Jharkhand,Female,4192
2015,July,Jammu and Kashmir,Total,3662
2015,July,Jammu and Kashmir,Male,1983
2015,July,Jammu and Kashmir,Female,1679
2015,July,Himachal Pradesh,Total,721
2015,July,Himachal Pradesh,Male,389
2015,July,Himachal Pradesh,Female,332
2015,July,Haryana,Total,10200
2015,July,Haryana,Male,5446
2015,July,Haryana,Female,4754
2015,July,Gujarat,Total,28952
2015,July,Gujarat,Male,15400
2015,July,Gujarat,Female,13552
2015,July,Goa,Total,1012
2015,July,Goa,Male,518
2015,July,Goa,Female,495
2015,July,Delhi,Total,18145
2015,July,Delhi,Male,9714
2015,July,Delhi,Female,8431
2015,July,Daman and Diu,Total,273
2015,July,Daman and Diu,Male,178
2015,July,Daman and Diu,Female,95
2015,July,Dadra and Nagar Haveli,Total,249
2015,July,Dadra and Nagar Haveli,Male,148
2015,July,Dadra and Nagar Haveli,Female,101
2015,July,Chhattisgarh,Total,6732
2015,July,Chhattisgarh,Male,3442
2015,July,Chhattisgarh,Female,3290
2015,July,Chandigarh,Total,1110
2015,July,Chandigarh,Male,609
2015,July,Chandigarh,Female,501
2015,July,Bihar,Total,13156
2015,July,Bihar,Male,6942
2015,July,Bihar,Female,6213
2015,July,Assam,Total,4814
2015,July,Assam,Male,2474
2015,July,Assam,Female,2340
2015,July,Arunachal Pradesh,Total,346
2015,July,Arunachal Pradesh,Male,183
2015,July,Arunachal Pradesh,Female,163
2015,July,Andhra Pradesh,Total,16335
2015,July,Andhra Pradesh,Male,8221
2015,July,Andhra Pradesh,Female,8114
2015,July,Andaman and Nicobar Islands,Total,156
2015,July,Andaman and Nicobar Islands,Male,83
2015,July,Andaman and Nicobar Islands,Female,73
2015,July,All India,Total,417216
2015,July,All India,Male,216233
2015,July,All India,Female,200983
2014,October,West Bengal,Total,31326
2014,October,West Bengal,Male,16114
2014,October,West Bengal,Female,15212
2014,October,Uttarakhand,Total,3374
2014,October,Uttarakhand,Male,1791
2014,October,Uttarakhand,Female,1583
2014,October,Uttar Pradesh,Total,48227
2014,October,Uttar Pradesh,Male,25463
2014,October,Uttar Pradesh,Female,22764
2014,October,Tripura,Total,1144
2014,October,Tripura,Male,580
2014,October,Tripura,Female,564
2014,October,Telangana,Total,14944
2014,October,Telangana,Male,7521
2014,October,Telangana,Female,7423
2014,October,Tamil Nadu,Total,36942
2014,October,Tamil Nadu,Male,18471
2014,October,Tamil Nadu,Female,18471
2014,October,Sikkim,Total,203
2014,October,Sikkim,Male,106
2014,October,Sikkim,Female,97
2014,October,Rajasthan,Total,18450
2014,October,Rajasthan,Male,9639
2014,October,Rajasthan,Female,8811
2014,October,Punjab,Total,11148
2014,October,Punjab,Male,5945
2014,October,Punjab,Female,5202
2014,October,Puducherry,Total,936
2014,October,Puducherry,Male,459
2014,October,Puducherry,Female,478
2014,October,Odisha,Total,7517
2014,October,Odisha,Male,3891
2014,October,Odisha,Female,3626
2014,October,Nagaland,Total,695
2014,October,Nagaland,Male,364
2014,October,Nagaland,Female,331
2014,October,Mizoram,Total,604
2014,October,Mizoram,Male,302
2014,October,Mizoram,Female,302
2014,October,Meghalaya,Total,624
2014,October,Meghalaya,Male,312
2014,October,Meghalaya,Female,312
2014,October,Manipur,Total,896
2014,October,Manipur,Male,442
2014,October,Manipur,Female,453
2014,October,Maharashtra,Total,54046
2014,October,Maharashtra,Male,28401
2014,October,Maharashtra,Female,25646
2014,October,Madhya Pradesh,Total,21616
2014,October,Madhya Pradesh,Male,11270
2014,October,Madhya Pradesh,Female,10346
2014,October,Lakshadweep,Total,57
2014,October,Lakshadweep,Male,29
2014,October,Lakshadweep,Female,28
2014,October,Ladakh,Total,71
2014,October,Ladakh,Male,46
2014,October,Ladakh,Female,24
2014,October,Kerala,Total,19260
2014,October,Kerala,Male,9211
2014,October,Kerala,Female,10049
2014,October,Karnataka,Total,25581
2014,October,Karnataka,Male,13032
2014,October,Karnataka,Female,12550
2014,October,Jharkhand,Total,8646
2014,October,Jharkhand,Male,4527
2014,October,Jharkhand,Female,4119
2014,October,Jammu and Kashmir,Total,3611
2014,October,Jammu and Kashmir,Male,1955
2014,October,Jammu and Kashmir,Female,1656
2014,October,Himachal Pradesh,Total,716
2014,October,Himachal Pradesh,Male,386
2014,October,Himachal Pradesh,Female,329
2014,October,Haryana,Total,9959
2014,October,Haryana,Male,5317
2014,October,Haryana,Female,4642
2014,October,Gujarat,Total,28387
2014,October,Gujarat,Male,15099
2014,October,Gujarat,Female,13287
2014,October,Goa,Total,994
2014,October,Goa,Male,508
2014,October,Goa,Female,486
2014,October,Delhi,Total,17839
2014,October,Delhi,Male,9550
2014,October,Delhi,Female,8289
2014,October,Daman and Diu,Total,257
2014,October,Daman and Diu,Male,167
2014,October,Daman and Diu,Female,90
2014,October,Dadra and Nagar Haveli,Total,233
2014,October,Dadra and Nagar Haveli,Male,139
2014,October,Dadra and Nagar Haveli,Female,95
2014,October,Chhattisgarh,Total,6592
2014,October,Chhattisgarh,Male,3370
2014,October,Chhattisgarh,Female,3222
2014,October,Chandigarh,Total,1096
2014,October,Chandigarh,Male,602
2014,October,Chandigarh,Female,495
2014,October,Bihar,Total,12910
2014,October,Bihar,Male,6813
2014,October,Bihar,Female,6097
2014,October,Assam,Total,4741
2014,October,Assam,Male,2436
2014,October,Assam,Female,2305
2014,October,Arunachal Pradesh,Total,341
2014,October,Arunachal Pradesh,Male,180
2014,October,Arunachal Pradesh,Female,161
2014,October,Andhra Pradesh,Total,16029
2014,October,Andhra Pradesh,Male,8067
2014,October,Andhra Pradesh,Female,7962
2014,October,Andaman and Nicobar Islands,Total,154
2014,October,Andaman and Nicobar Islands,Male,82
2014,October,Andaman and Nicobar Islands,Female,72
2014,October,All India,Total,410166
2014,October,All India,Male,212587
2014,October,All India,Female,197579
2014,March,West Bengal,Total,30956
2014,March,West Bengal,Male,15924
2014,March,West Bengal,Female,15032
2014,March,Uttarakhand,Total,3320
2014,March,Uttarakhand,Male,1762
2014,March,Uttarakhand,Female,1558
2014,March,Uttar Pradesh,Total,47612
2014,March,Uttar Pradesh,Male,25138
2014,March,Uttar Pradesh,Female,22474
2014,March,Tripura,Total,1113
2014,March,Tripura,Male,564
2014,March,Tripura,Female,549
2014,March,Telangana,Total,14849
2014,March,Telangana,Male,7473
2014,March,Telangana,Female,7376
2014,March,Tamil Nadu,Total,36608
2014,March,Tamil Nadu,Male,18304
2014,March,Tamil Nadu,Female,18304
2014,March,Sikkim,Total,194
2014,March,Sikkim,Male,101
2014,March,Sikkim,Female,93
2014,March,Rajasthan,Total,18219
2014,March,Rajasthan,Male,9519
2014,March,Rajasthan,Female,8700
2014,March,Punjab,Total,11024
2014,March,Punjab,Male,5879
2014,March,Punjab,Female,5145
2014,March,Puducherry,Total,923
2014,March,Puducherry,Male,452
2014,March,Puducherry,Female,471
2014,March,Odisha,Total,7432
2014,March,Odisha,Male,3847
2014,March,Odisha,Female,3585
2014,March,Nagaland,Total,674
2014,March,Nagaland,Male,353
2014,March,Nagaland,Female,321
2014,March,Mizoram,Total,599
2014,March,Mizoram,Male,300
2014,March,Mizoram,Female,299
2014,March,Meghalaya,Total,619
2014,March,Meghalaya,Male,309
2014,March,Meghalaya,Female,310
2014,March,Manipur,Total,885
2014,March,Manipur,Male,437
2014,March,Manipur,Female,448
2014,March,Maharashtra,Total,53515
2014,March,Maharashtra,Male,28121
2014,March,Maharashtra,Female,25394
2014,March,Madhya Pradesh,Total,21362
2014,March,Madhya Pradesh,Male,11138
2014,March,Madhya Pradesh,Female,10224
2014,March,Lakshadweep,Total,56
2014,March,Lakshadweep,Male,29
2014,March,Lakshadweep,Female,27
2014,March,Ladakh,Total,69
2014,March,Ladakh,Male,45
2014,March,Ladakh,Female,24
2014,March,Kerala,Total,18709
2014,March,Kerala,Male,8947
2014,March,Kerala,Female,9762
2014,March,Karnataka,Total,25257
2014,March,Karnataka,Male,12867
2014,March,Karnataka,Female,12390
2014,March,Jharkhand,Total,8528
2014,March,Jharkhand,Male,4465
2014,March,Jharkhand,Female,4063
2014,March,Jammu and Kashmir,Total,3571
2014,March,Jammu and Kashmir,Male,1933
2014,March,Jammu and Kashmir,Female,1638
2014,March,Himachal Pradesh,Total,711
